"nb_threads","pattern","size","value","input_instance","implementation","run_instance","time"
3,increasing,1024,123456,1,drake,2,0.117825
3,increasing,4096,123456,1,parallel,1,0.287265
3,increasing,4096,123456,1,parallel,2,0.220704
3,increasing,4096,123456,1,drake,1,0.198914
3,increasing,4096,123456,1,drake,2,0.207294
3,increasing,16384,123456,1,parallel,1,0.522286
3,increasing,16384,123456,1,parallel,2,0.566567
3,increasing,16384,123456,1,drake,1,0.629705
3,increasing,16384,123456,1,drake,2,0.602885
3,decreasing,1024,123456,1,parallel,1,0.193605
3,decreasing,1024,123456,1,parallel,2,0.176144
3,decreasing,1024,123456,1,drake,1,0.100993
3,decreasing,1024,123456,1,drake,2,0.116079
3,decreasing,4096,123456,1,parallel,1,0.973403
3,decreasing,4096,123456,1,parallel,2,0.935548
3,decreasing,4096,123456,1,drake,1,0.209459
3,decreasing,4096,123456,1,drake,2,0.209111
3,decreasing,16384,123456,1,parallel,1,11.945051
3,decreasing,16384,123456,1,parallel,2,11.905869
3,decreasing,16384,123456,1,drake,1,0.773372
3,decreasing,16384,123456,1,drake,2,0.644442
3,constant,1024,123456,1,parallel,1,0.134657
3,constant,1024,123456,1,parallel,2,0.145344
3,constant,1024,123456,1,drake,1,0.075221
3,constant,1024,123456,1,drake,2,0.091494
3,constant,4096,123456,1,parallel,1,0.570897
3,constant,4096,123456,1,parallel,2,0.261911
3,constant,4096,123456,1,drake,1,0.084440
3,constant,4096,123456,1,drake,2,0.085069
3,constant,16384,123456,1,parallel,1,0.603583
3,constant,16384,123456,1,parallel,2,0.709746
3,constant,16384,123456,1,drake,1,0.149953
3,constant,16384,123456,1,drake,2,0.146252
4,uniform-random,1024,123456,1,parallel,1,0.203523
4,uniform-random,1024,123456,1,parallel,2,0.192208
4,uniform-random,1024,123456,1,drake,1,0.204849
4,uniform-random,1024,123456,1,drake,2,0.147229
4,uniform-random,1024,123456,2,parallel,1,0.166157
4,uniform-random,1024,123456,2,parallel,2,0.233695
4,uniform-random,1024,123456,2,drake,1,6.328970
4,uniform-random,1024,123456,2,drake,2,0.147998
4,uniform-random,4096,123456,1,parallel,1,0.340136
4,uniform-random,4096,123456,1,parallel,2,0.369260
4,uniform-random,4096,123456,1,drake,1,0.409490
4,uniform-random,4096,123456,1,drake,2,0.413331
4,uniform-random,4096,123456,2,parallel,1,0.852016
4,uniform-random,4096,123456,2,parallel,2,0.336294
4,uniform-random,4096,123456,2,drake,1,0.412773
4,uniform-random,4096,123456,2,drake,2,0.407604
4,uniform-random,16384,123456,1,parallel,1,1.111343
4,uniform-random,16384,123456,1,parallel,2,0.932126
4,uniform-random,16384,123456,1,drake,1,1.681193
4,uniform-random,16384,123456,1,drake,2,1.651230
4,uniform-random,16384,123456,2,parallel,1,1.149617
4,uniform-random,16384,123456,2,parallel,2,1.113438
4,uniform-random,16384,123456,2,drake,1,1.619870
4,uniform-random,16384,123456,2,drake,2,1.658424
4,increasing,1024,123456,1,parallel,1,0.172512
4,increasing,1024,123456,1,parallel,2,0.151489
4,increasing,1024,123456,1,drake,1,0.109094
4,increasing,1024,123456,1,drake,2,0.110352
4,increasing,4096,123456,1,parallel,1,0.220285
4,increasing,4096,123456,1,parallel,2,0.217561
4,increasing,4096,123456,1,drake,1,0.230482
4,increasing,4096,123456,1,drake,2,0.230831
4,increasing,16384,123456,1,parallel,1,0.557278
4,increasing,16384,123456,1,parallel,2,0.656525
4,increasing,16384,123456,1,drake,1,0.826732
4,increasing,16384,123456,1,drake,2,0.787411
4,decreasing,1024,123456,1,parallel,1,0.558605
4,decreasing,1024,123456,1,parallel,2,0.225523
4,decreasing,1024,123456,1,drake,1,0.110772
4,decreasing,1024,123456,1,drake,2,0.113286
4,decreasing,4096,123456,1,parallel,1,1.382683
4,decreasing,4096,123456,1,parallel,2,1.055748
4,decreasing,4096,123456,1,drake,1,0.231460
4,decreasing,4096,123456,1,drake,2,0.231041
4,decreasing,16384,123456,1,parallel,1,11.935343
4,decreasing,16384,123456,1,parallel,2,11.988215
4,decreasing,16384,123456,1,drake,1,0.768693
4,decreasing,16384,123456,1,drake,2,0.805989
4,constant,1024,123456,1,parallel,1,0.153026
4,constant,1024,123456,1,parallel,2,0.174538
4,constant,1024,123456,1,drake,1,0.075501
4,constant,1024,123456,1,drake,2,0.077596
4,constant,4096,123456,1,parallel,1,0.248153
4,constant,4096,123456,1,parallel,2,0.249898
4,constant,4096,123456,1,drake,1,0.087723
4,constant,4096,123456,1,drake,2,0.086326
4,constant,16384,123456,1,parallel,1,0.642207
4,constant,16384,123456,1,parallel,2,0.588777
4,constant,16384,123456,1,drake,1,0.148766
4,constant,16384,123456,1,drake,2,0.144854
